id,fecha,ejercicio,sets,reps,peso,nota
2357,2025-07-26,Curl de bíceps,1,15,96.0,Pesado
2358,2025-07-25,Press francés,4,13,48.5,Fácil
2359,2025-09-28,Sentadilla,1,6,59.0,Fallo cerca
2360,2026-04-02,Press de banca,3,3,35.5,Fácil
2361,2026-02-16,Press francés,2,9,98.5,RPE 9
2362,2025-12-22,Press militar,2,8,96.0,Fallo cerca
2363,2025-07-31,Hip thrust,2,9,35.5,Buen estímulo
2364,2026-03-10,Hip thrust,2,13,45.5,Buen estímulo
2365,2026-06-01,Curl de bíceps,4,7,85.5,Fallo cerca
2366,2026-05-07,Dominadas lastradas,3,6,112.5,Buen estímulo
2367,2025-09-26,Dominadas lastradas,4,14,131.5,Pesado
2368,2026-01-14,Remo con barra,3,13,91.5,Pesado
2369,2025-09-11,Curl de bíceps,3,8,71.5,Buena técnica
2370,2026-06-14,Press de banca,2,7,28.5,Normal
2371,2025-09-26,Press francés,4,11,75.5,RPE 8
2372,2026-06-07,Hip thrust,5,9,81.5,Pesado
2373,2025-12-21,Fondos lastrados,5,14,113.0,Fallo cerca
2374,2026-04-15,Sentadilla búlgara,5,1,27.5,Buen estímulo
2375,2025-07-22,Dominadas lastradas,5,11,139.0,Buena técnica
2376,2025-07-28,Fondos lastrados,5,12,82.5,Fácil
2377,2026-02-24,Peso muerto,1,14,125.0,Fallo cerca
2378,2026-03-20,Press de banca,2,1,24.5,Pesado
2379,2026-06-15,Fondos lastrados,1,3,69.5,Buena técnica
2380,2025-11-02,Fondos lastrados,3,6,29.0,Normal
2381,2025-12-30,Elevaciones laterales,2,4,116.5,Buen estímulo
2382,2026-02-04,Press de banca,2,13,13.0,Normal
2383,2025-11-02,Hip thrust,1,5,14.5,Pesado
2384,2026-01-08,Fondos lastrados,4,4,39.5,RPE 8
2385,2025-11-27,Elevaciones laterales,4,11,123.0,Pesado
2386,2026-03-16,Press militar,2,2,15.0,RPE 9
2387,2025-11-01,Curl de bíceps,3,11,30.0,Fácil
2388,2025-08-03,Press de banca,5,8,52.5,Buen estímulo
2389,2025-12-26,Dominadas lastradas,2,6,57.5,Normal
2390,2026-01-16,Press militar,5,5,27.0,Buen estímulo
2391,2025-08-14,Elevaciones laterales,5,3,60.0,Fácil
2392,2026-03-30,Curl de bíceps,2,6,24.0,Pesado
2393,2026-02-14,Peso muerto,2,13,121.0,RPE 9
2394,2026-01-01,Sentadilla búlgara,4,7,75.0,RPE 8
2395,2025-12-07,Sentadilla búlgara,2,7,106.0,Pesado
2396,2026-05-10,Sentadilla,4,9,74.0,RPE 8
2397,2026-02-06,Curl de bíceps,1,9,31.0,Fallo cerca
2398,2026-02-01,Remo con barra,4,14,31.5,RPE 8
2399,2026-07-01,Press de banca,1,10,33.5,Fallo cerca
2400,2026-01-18,Curl de bíceps,1,2,91.5,RPE 9
2401,2026-03-06,Curl de bíceps,4,6,15.0,Pesado
2402,2025-12-03,Press militar,5,7,55.0,Pesado
2403,2025-09-18,Hip thrust,4,15,75.5,RPE 9
2404,2026-02-04,Remo con barra,2,7,135.0,RPE 9
2405,2026-02-04,Press de banca,5,4,39.5,Fallo cerca
2406,2026-06-13,Peso muerto,2,15,128.0,Fallo cerca
2407,2026-05-19,Hip thrust,3,2,149.0,RPE 8
2408,2025-10-01,Elevaciones laterales,5,7,64.0,RPE 8
2409,2026-04-19,Hip thrust,1,15,129.0,Pesado
2410,2025-08-02,Press militar,1,10,123.0,Normal
2411,2026-04-04,Press de banca,3,8,103.5,Buena técnica
2412,2025-10-13,Sentadilla,2,15,73.5,Buen estímulo
2413,2026-04-18,Press francés,5,9,60.5,Normal
2414,2025-09-28,Sentadilla búlgara,2,13,49.0,RPE 9
2415,2025-08-31,Dominadas lastradas,1,13,107.5,RPE 9
2416,2025-10-11,Elevaciones laterales,2,6,96.0,RPE 8
2417,2026-03-20,Sentadilla,4,3,112.0,Fallo cerca
2418,2025-08-26,Elevaciones laterales,1,3,102.5,RPE 8
2419,2026-03-03,Remo con barra,2,6,36.5,Pesado
2420,2026-04-23,Sentadilla,5,2,113.5,RPE 8
2421,2026-05-13,Hip thrust,3,1,79.0,Buen estímulo
2422,2025-12-24,Peso muerto,1,7,32.5,RPE 8
2423,2025-10-10,Peso muerto,3,10,148.5,Pesado
2424,2026-06-06,Remo con barra,2,6,37.5,Pesado
2425,2026-05-15,Elevaciones laterales,3,6,17.0,Buena técnica
2426,2026-06-12,Dominadas lastradas,4,15,29.5,RPE 9
2427,2025-08-16,Hip thrust,2,12,87.0,Pesado
2428,2026-07-12,Press de banca,3,12,90.0,Buen estímulo
2429,2025-12-24,Hip thrust,1,15,85.5,Pesado
2430,2025-11-05,Remo con barra,2,8,147.5,Normal
2431,2025-08-20,Sentadilla,1,2,100.0,Buena técnica
2432,2026-01-17,Peso muerto,3,6,10.5,Fácil
2433,2025-09-03,Hip thrust,2,6,29.5,Pesado
2434,2025-07-29,Press francés,5,15,17.5,RPE 9
2435,2025-10-03,Press militar,1,14,14.0,RPE 8
2436,2026-06-29,Fondos lastrados,3,6,69.5,RPE 9
2437,2025-08-23,Press francés,5,12,109.5,Normal
2438,2025-08-11,Fondos lastrados,1,7,13.5,Fallo cerca
2439,2025-08-24,Press de banca,2,10,61.5,Buen estímulo
2440,2025-11-13,Elevaciones laterales,3,11,49.5,RPE 8
2441,2026-01-08,Sentadilla,3,3,83.0,RPE 8
2442,2026-01-15,Elevaciones laterales,2,1,46.0,Buen estímulo
2443,2025-12-11,Dominadas lastradas,3,13,78.5,Pesado
2444,2026-05-08,Dominadas lastradas,2,11,19.0,RPE 9
2445,2026-03-29,Peso muerto,5,7,46.0,Fácil
2446,2025-11-28,Sentadilla búlgara,1,10,37.0,Buen estímulo
2447,2026-06-24,Fondos lastrados,1,6,78.0,Fácil
2448,2026-04-24,Press francés,3,15,96.5,Normal
2449,2025-09-04,Press militar,5,9,131.5,Fácil
2450,2025-07-29,Press de banca,1,13,55.0,Buen estímulo
2451,2026-03-19,Elevaciones laterales,5,1,42.0,Fallo cerca
2452,2025-08-28,Press militar,4,5,45.5,Buena técnica
2453,2026-01-04,Press francés,1,11,33.5,Normal
2454,2026-04-16,Remo con barra,5,5,86.0,Pesado
2455,2025-08-14,Elevaciones laterales,1,3,57.0,Fácil
2456,2026-02-18,Peso muerto,5,13,122.5,Fácil
2457,2026-04-23,Curl de bíceps,2,8,104.5,Normal
2458,2026-02-07,Hip thrust,1,8,89.5,RPE 9
2459,2025-12-08,Peso muerto,3,3,40.0,Pesado
2460,2026-01-02,Elevaciones laterales,5,12,55.0,Fácil
2461,2025-10-09,Press francés,4,3,120.5,Normal
2462,2025-11-09,Curl de bíceps,1,13,138.5,Pesado
2463,2025-08-31,Remo con barra,5,11,72.0,RPE 9
2464,2026-04-13,Dominadas lastradas,5,7,96.5,Fácil
2465,2026-01-27,Press de banca,4,7,52.5,Buen estímulo
2466,2025-09-23,Sentadilla,4,10,115.5,Normal
2467,2026-01-20,Fondos lastrados,3,3,14.0,RPE 9
2468,2026-05-30,Press militar,4,2,70.5,Normal
2469,2026-06-17,Peso muerto,1,9,94.0,Normal
2470,2025-07-20,Press militar,2,15,77.5,Buena técnica
2471,2025-08-05,Press de banca,4,9,32.5,Buen estímulo
2472,2025-10-28,Dominadas lastradas,4,8,30.5,Buena técnica
2473,2025-10-30,Fondos lastrados,5,12,127.5,Fallo cerca
2474,2025-09-19,Press francés,2,11,70.5,RPE 8
2475,2026-07-06,Sentadilla búlgara,4,12,74.0,RPE 8
2476,2025-10-12,Remo con barra,5,1,75.0,Pesado
2477,2026-03-17,Sentadilla búlgara,5,9,103.0,Buena técnica
2478,2026-03-04,Sentadilla,3,10,93.0,Pesado
2479,2026-02-10,Remo con barra,1,6,86.0,Normal
2480,2026-06-11,Sentadilla búlgara,3,4,23.5,RPE 8
2481,2026-01-12,Sentadilla búlgara,2,10,24.0,RPE 9
2482,2025-08-15,Press de banca,2,15,65.5,Fallo cerca
2483,2025-08-30,Hip thrust,2,2,54.0,Fácil
2484,2026-04-14,Press militar,3,14,17.5,Pesado
2485,2025-09-17,Fondos lastrados,3,7,92.0,Fácil
2486,2026-01-31,Press de banca,4,15,50.0,RPE 8
2487,2026-01-17,Fondos lastrados,5,15,12.5,RPE 8
2488,2025-09-06,Remo con barra,3,5,134.0,RPE 8
2489,2026-02-02,Press de banca,1,12,52.0,RPE 8
2490,2026-03-04,Hip thrust,5,4,58.0,Fallo cerca
2491,2026-04-21,Press militar,1,5,10.0,Pesado
2492,2025-11-07,Hip thrust,4,9,44.0,Buen estímulo
2493,2025-09-24,Hip thrust,2,1,110.0,Buena técnica
2494,2026-03-01,Fondos lastrados,3,9,126.0,Pesado
2495,2025-12-28,Elevaciones laterales,4,11,99.0,Fallo cerca
2496,2025-12-10,Press militar,3,2,46.5,RPE 9
2497,2026-07-18,Remo con barra,3,8,40.5,Normal
2498,2026-02-22,Press militar,4,8,144.0,Buena técnica
2499,2026-06-18,Remo con barra,4,11,23.0,Buena técnica
2500,2025-10-03,Sentadilla,2,12,64.0,Normal
2501,2026-06-27,Remo con barra,4,5,106.5,RPE 8
2502,2025-10-15,Hip thrust,1,8,95.0,Buena técnica
2503,2026-03-28,Dominadas lastradas,3,8,141.0,Fallo cerca
2504,2025-12-22,Fondos lastrados,5,4,81.5,Buen estímulo
2505,2025-11-12,Remo con barra,3,5,135.0,Buena técnica
2506,2025-10-30,Elevaciones laterales,2,7,135.0,Normal
2507,2025-09-28,Dominadas lastradas,3,12,113.5,Pesado
2508,2026-02-17,Sentadilla,3,2,118.0,RPE 9
2509,2026-01-12,Sentadilla búlgara,2,3,18.0,RPE 9
2510,2026-03-09,Hip thrust,2,6,98.5,RPE 9
2511,2026-07-09,Dominadas lastradas,2,10,97.0,Fallo cerca
2512,2025-09-16,Press francés,1,9,106.0,RPE 9
2513,2026-05-20,Sentadilla búlgara,2,12,135.0,Pesado
2514,2026-04-06,Sentadilla,5,13,146.5,Fallo cerca
2515,2026-03-24,Sentadilla búlgara,4,8,34.0,Fallo cerca
2516,2025-12-31,Hip thrust,1,2,35.5,Buena técnica
2517,2025-09-03,Fondos lastrados,5,3,128.0,Fácil
2518,2026-05-12,Elevaciones laterales,1,15,103.5,Normal
2519,2025-12-07,Press francés,2,15,65.0,Fácil
2520,2026-04-06,Fondos lastrados,5,6,41.0,Buen estímulo
2521,2026-06-29,Remo con barra,3,13,33.0,Normal
2522,2026-01-23,Curl de bíceps,4,1,112.0,RPE 8
2523,2026-05-05,Hip thrust,1,1,24.5,Pesado
2524,2025-10-03,Curl de bíceps,3,6,31.5,RPE 8
2525,2025-10-07,Press de banca,5,4,62.0,Normal
2526,2025-10-01,Elevaciones laterales,5,4,84.0,Normal
2527,2026-07-04,Fondos lastrados,5,1,17.0,Normal
2528,2025-10-21,Hip thrust,4,7,70.5,RPE 8
2529,2025-09-27,Hip thrust,5,4,142.5,RPE 9
2530,2026-06-21,Press francés,5,13,136.5,Normal
2531,2025-12-14,Sentadilla,4,12,105.0,Pesado
2532,2026-02-07,Dominadas lastradas,2,2,76.0,Buena técnica
2533,2025-11-19,Press de banca,5,1,140.0,Fácil
2534,2026-04-12,Elevaciones laterales,2,13,129.5,Normal
2535,2026-02-23,Curl de bíceps,1,6,18.5,Buena técnica
2536,2025-11-21,Press militar,4,11,31.5,Fácil
2537,2026-06-08,Dominadas lastradas,3,2,41.5,Fácil
2538,2026-04-15,Sentadilla búlgara,4,7,49.0,Normal
2539,2026-01-04,Remo con barra,4,10,136.0,Fácil
2540,2026-04-19,Dominadas lastradas,4,9,148.5,Fácil
2541,2025-12-14,Curl de bíceps,4,6,63.5,RPE 9
2542,2025-07-26,Peso muerto,1,1,126.5,Fácil
2543,2026-06-15,Elevaciones laterales,2,7,120.0,Fallo cerca
2544,2025-09-16,Remo con barra,3,6,93.5,Fallo cerca
2545,2025-08-26,Elevaciones laterales,4,14,80.5,Buen estímulo
2546,2026-02-28,Peso muerto,2,3,86.0,Fallo cerca
2547,2025-10-09,Fondos lastrados,3,1,20.0,Pesado
2548,2026-02-23,Sentadilla búlgara,1,6,79.5,Fácil
2549,2026-01-05,Curl de bíceps,5,3,16.0,Fácil
2550,2026-05-03,Peso muerto,2,1,13.0,Fallo cerca
2551,2026-03-31,Press francés,5,14,127.5,Fallo cerca
2552,2026-07-01,Sentadilla,1,12,37.5,Fallo cerca
2553,2025-09-25,Remo con barra,3,15,110.5,RPE 8
2554,2025-08-20,Press de banca,5,10,105.5,Buen estímulo
2555,2026-06-07,Fondos lastrados,1,6,135.5,Fallo cerca
2556,2025-12-28,Dominadas lastradas,2,14,67.5,RPE 8
2557,2025-08-24,Fondos lastrados,5,6,12.0,Buen estímulo
2558,2026-07-11,Remo con barra,3,11,94.0,Pesado
2559,2025-07-29,Remo con barra,5,9,16.5,Fácil
2560,2026-02-18,Press de banca,5,13,62.5,Fácil
2561,2025-10-29,Dominadas lastradas,4,12,28.0,Buen estímulo
2562,2025-10-29,Press francés,1,2,116.5,Normal
2563,2025-11-16,Curl de bíceps,1,9,34.0,Fácil
2564,2026-07-05,Remo con barra,1,2,52.0,RPE 9
2565,2025-09-29,Press francés,1,15,19.5,Fallo cerca
2566,2025-12-09,Sentadilla,5,11,103.0,Normal
2567,2026-02-22,Press francés,4,9,16.0,Fallo cerca
2568,2025-09-20,Curl de bíceps,3,7,112.0,RPE 8
2569,2025-07-20,Press francés,4,5,71.5,Fallo cerca
2570,2026-05-10,Elevaciones laterales,5,12,141.0,Pesado
2571,2026-07-04,Press militar,2,8,144.0,RPE 9
2572,2026-05-17,Hip thrust,2,6,48.5,Buena técnica
2573,2026-01-14,Hip thrust,5,14,24.0,RPE 9
2574,2026-01-05,Press militar,4,12,45.5,RPE 9
2575,2026-04-04,Press de banca,2,6,31.5,Fácil
2576,2026-05-06,Fondos lastrados,2,1,82.0,RPE 9
2577,2025-08-24,Elevaciones laterales,1,8,38.5,RPE 8
2578,2026-01-10,Dominadas lastradas,1,7,40.0,Pesado
2579,2025-09-26,Sentadilla búlgara,3,1,20.0,Buen estímulo
2580,2026-05-24,Dominadas lastradas,1,6,21.5,Pesado
2581,2025-11-01,Peso muerto,5,3,103.0,RPE 9
2582,2025-08-22,Remo con barra,2,14,112.0,RPE 8
2583,2026-04-15,Curl de bíceps,2,3,23.0,Fallo cerca
2584,2026-01-23,Press de banca,1,10,104.5,Normal
2585,2025-10-07,Press de banca,2,7,107.5,RPE 8
2586,2026-01-08,Peso muerto,4,9,83.0,Buena técnica
2587,2026-06-18,Curl de bíceps,4,9,33.5,RPE 8
2588,2025-08-29,Hip thrust,3,12,13.5,Fallo cerca
2589,2025-09-16,Curl de bíceps,1,2,77.5,Buena técnica
2590,2025-09-10,Peso muerto,5,4,144.5,Pesado
2591,2025-12-19,Sentadilla,1,9,122.0,Fácil
2592,2025-12-13,Press militar,2,15,97.5,Normal
2593,2025-12-08,Remo con barra,2,15,125.0,Fallo cerca
2594,2025-09-28,Sentadilla búlgara,4,7,116.0,Buena técnica
2595,2026-03-28,Peso muerto,5,14,129.5,Fallo cerca
2596,2025-10-01,Press militar,1,10,86.0,Pesado
2597,2026-05-27,Remo con barra,3,5,65.5,Buen estímulo
2598,2025-09-03,Elevaciones laterales,4,10,83.0,Fallo cerca
2599,2025-07-31,Sentadilla búlgara,5,10,11.5,Normal
2600,2026-03-11,Curl de bíceps,5,9,76.0,Buena técnica
2601,2026-03-19,Press francés,4,13,25.0,Fácil
2602,2025-12-05,Press francés,2,11,12.5,Fácil
2603,2025-09-04,Sentadilla búlgara,1,7,84.5,RPE 8
2604,2026-01-22,Remo con barra,3,13,42.0,Normal
2605,2025-10-22,Peso muerto,2,15,13.5,Buena técnica
2606,2026-04-23,Elevaciones laterales,5,11,60.0,Pesado
2607,2025-10-20,Hip thrust,3,12,118.0,Fallo cerca
2608,2026-03-01,Sentadilla,1,13,120.5,Pesado
2609,2025-11-17,Press francés,2,12,118.5,RPE 8
2610,2025-11-30,Sentadilla,3,8,39.5,Fácil
2611,2026-02-11,Curl de bíceps,3,10,113.0,Buena técnica
2612,2025-10-15,Dominadas lastradas,5,11,66.0,Fácil
2613,2025-12-24,Dominadas lastradas,2,4,129.0,Fallo cerca
2614,2026-01-10,Press de banca,5,1,103.5,RPE 8
2615,2025-11-04,Remo con barra,2,12,148.5,Fácil
2616,2025-09-08,Dominadas lastradas,1,11,48.0,RPE 8
2617,2026-05-10,Press militar,5,3,111.5,Buena técnica
2618,2026-04-12,Peso muerto,5,14,87.5,RPE 9
2619,2026-07-06,Press de banca,3,12,112.5,Fallo cerca
2620,2026-07-09,Sentadilla,2,3,67.0,Fallo cerca
2621,2026-02-28,Sentadilla búlgara,1,8,49.5,Buena técnica
2622,2026-02-07,Sentadilla,3,5,119.5,Fallo cerca
2623,2025-09-24,Remo con barra,3,2,142.0,Buena técnica
2624,2026-01-14,Elevaciones laterales,5,10,53.0,RPE 8
2625,2026-05-17,Sentadilla,2,3,90.5,RPE 9
2626,2025-11-15,Press militar,2,7,49.0,Buena técnica
2627,2026-02-23,Sentadilla,2,8,79.0,Fallo cerca
2628,2025-08-18,Press francés,2,15,117.5,Buena técnica
2629,2026-05-06,Sentadilla búlgara,5,1,84.0,Fácil
2630,2025-12-17,Curl de bíceps,2,2,106.5,RPE 9
2631,2026-03-19,Sentadilla búlgara,2,7,143.0,Pesado
2632,2026-06-29,Sentadilla,3,11,55.5,RPE 9
2633,2026-02-10,Sentadilla,1,15,97.0,Pesado
2634,2026-01-20,Elevaciones laterales,3,3,36.0,Buena técnica
2635,2025-10-08,Press de banca,3,2,36.0,Pesado
2636,2026-02-28,Peso muerto,5,15,131.5,RPE 9
2637,2025-10-04,Press militar,3,13,35.5,Buena técnica
2638,2026-03-31,Curl de bíceps,2,11,50.0,Fácil
2639,2025-11-29,Press de banca,3,7,49.0,Fallo cerca
2640,2026-02-08,Curl de bíceps,4,12,51.0,RPE 8
2641,2026-05-12,Press de banca,3,8,72.0,Fallo cerca
2642,2025-08-30,Press francés,2,8,13.0,RPE 8
2643,2025-08-24,Dominadas lastradas,5,6,90.0,Fácil
2644,2025-09-27,Elevaciones laterales,4,9,49.5,Fallo cerca
2645,2026-05-07,Sentadilla,4,6,122.5,Pesado
2646,2026-01-25,Hip thrust,4,6,29.5,Fallo cerca
2647,2026-03-28,Press militar,4,15,37.5,Buena técnica
2648,2025-11-22,Press de banca,3,2,39.0,Buen estímulo
2649,2025-12-02,Press francés,5,6,120.0,Fallo cerca
2650,2026-06-21,Sentadilla,5,8,100.0,Fallo cerca
2651,2026-01-22,Elevaciones laterales,4,6,26.0,Fallo cerca
2652,2026-01-18,Sentadilla búlgara,4,15,54.5,Fácil
2653,2025-09-05,Remo con barra,1,11,51.5,Fácil
2654,2025-12-31,Press francés,4,7,14.5,Fallo cerca
2655,2025-08-18,Sentadilla búlgara,5,13,31.0,Normal
2656,2025-09-06,Sentadilla,4,15,35.0,Buena técnica
2657,2026-05-26,Hip thrust,5,12,119.5,Fallo cerca
2658,2025-11-20,Fondos lastrados,5,13,63.5,Buena técnica
2659,2026-03-02,Press de banca,4,8,108.5,RPE 8
2660,2026-06-04,Dominadas lastradas,1,4,99.0,RPE 8
2661,2025-08-29,Peso muerto,2,12,91.0,Fácil
2662,2026-07-12,Peso muerto,4,3,146.5,Normal
2663,2026-05-01,Remo con barra,4,1,19.0,Pesado
2664,2025-12-19,Peso muerto,1,6,19.5,Normal
2665,2026-06-08,Curl de bíceps,4,2,111.5,Normal
2666,2026-05-21,Press militar,4,1,61.0,Pesado
2667,2025-08-31,Remo con barra,5,15,19.5,Fallo cerca
2668,2025-10-18,Press militar,2,6,47.0,Normal
2669,2026-04-18,Sentadilla,3,8,103.5,Fácil
2670,2025-12-24,Press de banca,1,7,110.0,Pesado
2671,2025-12-22,Press de banca,1,13,92.0,Buena técnica
2672,2025-12-31,Fondos lastrados,2,10,41.0,Pesado
2673,2025-09-16,Dominadas lastradas,3,4,10.5,Fácil
2674,2026-02-08,Press francés,4,11,132.5,Buena técnica
2675,2025-12-13,Press francés,1,2,106.0,Fallo cerca
2676,2025-08-03,Hip thrust,5,12,19.0,Buen estímulo
2677,2025-10-16,Peso muerto,3,4,95.0,RPE 8
2678,2025-08-31,Elevaciones laterales,4,1,138.5,Pesado
2679,2026-05-29,Press militar,4,9,138.0,Pesado
2680,2026-01-06,Dominadas lastradas,2,13,68.5,Fallo cerca
2681,2026-05-07,Press francés,4,6,16.0,Buena técnica
2682,2026-01-05,Elevaciones laterales,4,6,84.5,RPE 9
2683,2026-01-31,Dominadas lastradas,5,15,134.0,RPE 8
2684,2025-12-05,Press francés,5,3,21.0,Buen estímulo
2685,2026-03-26,Hip thrust,5,2,84.0,RPE 9
2686,2026-06-13,Sentadilla búlgara,5,7,129.0,Pesado
2687,2025-11-20,Fondos lastrados,5,2,14.0,RPE 8
2688,2026-05-05,Hip thrust,4,13,116.5,RPE 8
2689,2026-06-28,Press francés,1,14,46.5,Fácil
2690,2025-11-05,Elevaciones laterales,4,5,123.0,Buena técnica
2691,2025-10-27,Fondos lastrados,3,3,76.0,Buen estímulo
2692,2025-08-18,Fondos lastrados,1,13,30.5,Buena técnica
2693,2026-05-21,Sentadilla,3,15,37.5,RPE 9
2694,2025-11-21,Press francés,2,10,15.0,Buena técnica
2695,2025-07-29,Press militar,3,3,53.5,Buen estímulo
2696,2026-03-13,Press de banca,5,12,21.0,Fallo cerca
2697,2026-06-02,Sentadilla,2,10,92.5,Buena técnica
2698,2025-08-31,Peso muerto,1,3,139.0,Pesado
2699,2025-08-07,Fondos lastrados,5,12,94.5,Buen estímulo
2700,2026-07-05,Press de banca,5,8,138.0,RPE 8
2701,2025-07-25,Sentadilla,4,9,67.0,RPE 9
2702,2026-02-06,Sentadilla búlgara,3,7,100.0,RPE 8
2703,2025-11-04,Remo con barra,4,12,104.0,Buena técnica
2704,2025-12-15,Dominadas lastradas,3,9,140.0,RPE 8
2705,2026-01-30,Peso muerto,1,9,129.0,Buena técnica
2706,2026-03-12,Peso muerto,2,6,137.0,RPE 9
2707,2026-04-19,Remo con barra,4,4,100.0,Buen estímulo
2708,2026-04-27,Sentadilla,5,6,66.5,Pesado
2709,2026-05-14,Remo con barra,5,14,67.5,Buen estímulo
2710,2026-04-11,Sentadilla búlgara,4,9,16.5,RPE 8
2711,2026-02-03,Press de banca,5,4,139.0,Normal
2712,2025-12-23,Dominadas lastradas,2,13,71.5,RPE 8
2713,2025-11-08,Press francés,3,15,100.5,RPE 9
2714,2026-01-22,Dominadas lastradas,3,14,117.0,Buena técnica
2715,2025-09-23,Sentadilla búlgara,3,15,74.5,Normal
2716,2026-01-16,Sentadilla,2,1,117.5,Pesado
2717,2026-01-26,Press francés,3,3,135.0,Fácil
2718,2026-07-17,Hip thrust,3,13,69.5,Fácil
2719,2026-05-11,Remo con barra,3,3,100.5,Fallo cerca
2720,2026-01-12,Fondos lastrados,2,7,77.5,Normal
2721,2026-02-10,Sentadilla,3,11,129.5,Normal
2722,2025-09-10,Dominadas lastradas,2,9,11.5,Normal
2723,2026-02-26,Press militar,2,15,31.0,RPE 9
2724,2026-03-26,Sentadilla,2,2,32.5,Buen estímulo
2725,2025-12-24,Elevaciones laterales,1,15,35.0,Fácil
2726,2025-08-11,Remo con barra,5,11,144.0,RPE 9
2727,2025-10-11,Remo con barra,1,2,33.0,Fallo cerca
2728,2026-04-25,Elevaciones laterales,4,9,51.5,Fallo cerca
2729,2026-03-22,Hip thrust,3,2,20.5,RPE 8
2730,2026-03-18,Press de banca,4,15,138.5,Pesado
2731,2026-03-30,Elevaciones laterales,2,11,12.0,RPE 9
2732,2026-07-06,Elevaciones laterales,5,12,72.5,RPE 8
2733,2025-09-23,Sentadilla búlgara,4,9,76.5,RPE 8
2734,2025-11-08,Elevaciones laterales,5,1,98.5,RPE 9
2735,2026-04-01,Elevaciones laterales,4,8,130.5,Buen estímulo
2736,2025-12-17,Elevaciones laterales,5,1,111.0,Fácil
2737,2025-11-08,Peso muerto,5,9,71.0,Normal
2738,2026-04-30,Press francés,3,1,148.0,Pesado
2739,2026-07-08,Elevaciones laterales,4,9,41.0,Pesado
2740,2025-09-14,Hip thrust,1,12,90.0,Buen estímulo
2741,2026-03-29,Peso muerto,5,10,58.0,Fallo cerca
2742,2026-04-22,Elevaciones laterales,5,3,16.5,Buen estímulo
2743,2025-11-24,Fondos lastrados,5,4,106.0,RPE 8
2744,2025-10-24,Remo con barra,5,15,76.5,Buen estímulo
2745,2026-03-31,Press de banca,5,1,104.5,Buen estímulo
2746,2026-05-30,Sentadilla búlgara,5,10,67.0,Buena técnica
2747,2025-10-24,Peso muerto,2,13,12.0,RPE 8
2748,2026-06-26,Press militar,2,3,117.5,Buena técnica
2749,2025-12-19,Press francés,5,5,27.5,Fácil
2750,2025-09-16,Remo con barra,2,14,38.0,RPE 8
2751,2025-08-21,Remo con barra,3,5,79.5,RPE 9
2752,2026-04-12,Remo con barra,1,15,66.0,RPE 8
2753,2026-05-31,Press de banca,1,4,51.5,Pesado
2754,2026-01-02,Hip thrust,4,10,94.5,Fallo cerca
2755,2026-01-30,Curl de bíceps,4,3,51.0,RPE 9
2756,2026-06-16,Remo con barra,1,3,74.5,RPE 9
2757,2026-03-06,Dominadas lastradas,1,15,48.5,RPE 9
2758,2025-07-19,Hip thrust,2,6,82.0,RPE 9
2759,2026-02-16,Fondos lastrados,4,7,56.0,Buena técnica
2760,2026-01-30,Remo con barra,2,15,68.5,RPE 9
2761,2025-08-14,Fondos lastrados,5,7,69.5,Buen estímulo
2762,2025-07-27,Fondos lastrados,3,1,13.5,Fácil
2763,2025-12-12,Curl de bíceps,1,5,19.5,Normal
2764,2026-02-12,Press francés,5,13,38.0,Buen estímulo
2765,2026-04-09,Sentadilla búlgara,2,1,111.0,RPE 9
2766,2026-04-25,Fondos lastrados,3,7,115.0,Buena técnica
2767,2025-11-04,Press militar,5,2,37.0,RPE 9
2768,2026-03-22,Press de banca,1,15,78.0,Fallo cerca
2769,2026-02-05,Curl de bíceps,3,6,142.0,RPE 9
2770,2025-10-03,Remo con barra,3,12,135.5,Fácil
2771,2025-11-06,Press de banca,5,10,44.5,Normal
2772,2025-12-11,Fondos lastrados,2,5,147.5,RPE 9
2773,2026-07-18,Hip thrust,1,9,149.0,Buena técnica
2774,2025-10-04,Curl de bíceps,3,15,64.5,Pesado
2775,2026-04-01,Peso muerto,1,11,65.0,Buen estímulo
2776,2026-06-02,Press militar,2,1,41.0,Fallo cerca
2777,2026-03-14,Fondos lastrados,4,7,38.0,RPE 8
2778,2026-05-23,Dominadas lastradas,4,15,68.0,Buen estímulo
2779,2026-02-04,Peso muerto,3,12,16.5,Pesado
2780,2025-10-29,Hip thrust,4,11,142.0,Pesado
2781,2026-01-26,Fondos lastrados,4,5,124.0,Normal
2782,2026-04-21,Press de banca,4,15,123.0,Buena técnica
2783,2025-10-28,Press de banca,5,3,78.0,Buen estímulo
2784,2025-12-14,Sentadilla,3,12,15.0,RPE 9
2785,2026-06-12,Press militar,3,15,96.0,RPE 8
2786,2026-04-15,Sentadilla búlgara,5,11,80.0,Pesado
2787,2026-04-19,Sentadilla,3,7,28.5,Normal
2788,2026-07-03,Remo con barra,2,5,61.0,Buen estímulo
2789,2026-02-18,Press francés,2,15,23.5,Fácil
2790,2025-11-22,Press francés,1,15,52.5,Fallo cerca
2791,2026-03-17,Fondos lastrados,5,1,147.5,Fallo cerca
2792,2025-08-08,Press militar,2,6,84.5,Normal
2793,2026-04-10,Sentadilla búlgara,5,11,100.0,Fácil
2794,2025-10-11,Press francés,2,14,114.0,Normal
2795,2026-05-03,Press francés,5,10,82.5,Buena técnica
